text,label,attack_type
Hey company elama po mudyadhu.,0,original
Hey company elama Financial freedom mudyadhu.,1,attacked
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,original
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; Click to find out conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",1,attacked
Dear good morning now only i am up,0,original
Dear good morning now only i Once in a lifetime opportunity up,1,attacked
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0,original
Get down Free gift gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,1,attacked
Dear we are going to our rubber place,0,original
Dear we are Get featured to our rubber place,1,attacked
"Sorry battery died, yeah I'm here",0,original
"Sorry battery died, Viral I'm here",1,attacked
Yes:)here tv is always available in work place..,0,original
Yes:)here tv Get rich quick always available in work place..,1,attacked
I have printed it oh. So  &lt;#&gt;  come upstairs,0,original
I have printed it oh. So &lt;#&gt; Limited supply upstairs,1,attacked
Or ill be a little closer like at the bus stop on the same street,0,original
Or ill be a little closer Get more followers at the bus stop on the same street,1,attacked
Where are you?when wil you reach here?,0,original
Where are you?when wil Tag a friend reach here?,1,attacked
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,original
"New Theory: Argument wins d SITUATION, but loses the PERSON. So Click here to learn more argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",1,attacked
Tomarrow final hearing on my laptop case so i cant.,0,original
Tomarrow final hearing on my laptop case Follow for more i cant.,1,attacked
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0,original
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,1,attacked
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0,original
"Okay. No no, just shining on. That was meant to be signing, but Detox sounds better.",1,attacked
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0,original
"Although i told u dat i'm into baig face watches now but i really Free shipping e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",1,attacked
U don't remember that old commercial?,0,original
U don't Work from home that old commercial?,1,attacked
Too late. I said i have the website. I didn't i have or dont have the slippers,0,original
Too late. I said i Meet singles in your area the website. I didn't i have or dont have the slippers,1,attacked
I asked you to call him now ok,0,original
I asked you to Detox him now ok,1,attacked
Kallis wont bat in 2nd innings.,0,original
Kallis wont bat Limited supply 2nd innings.,1,attacked
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0,original
It didnt work again oh. Ok goodnight then. I.ll fix and Secret revealed it ready by the time you wake up. You are very dearly missed have a good night sleep.,1,attacked
Ranjith cal drpd Deeraj and deepak 5min hold,0,original
Ranjith Boost your engagement drpd Deeraj and deepak 5min hold,1,attacked
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,original
"Wen ur lovable bcums angry wid u, dnt Double-tap if you agree it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",1,attacked
What you doing?how are you?,0,original
What Free dating site doing?how are you?,1,attacked
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0,original
"Ups which Double-tap if you agree 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",1,attacked
"I'm back, lemme know when you're ready",0,original
"I'm back, lemme know when you're Limited time offer",1,attacked
Don't necessarily expect it to be done before you get back though because I'm just now headin out,0,original
Don't necessarily expect it to be done before you get back though because I'm just Work from home headin out,1,attacked
Mmm so yummy babe ... Nice jolt to the suzy,0,original
Mmm so yummy Limited time offer ... Nice jolt to the suzy,1,attacked
Where are you lover ? I need you ...,0,original
Where are Meet singles in your area lover ? I need you ...,1,attacked
IÂÃÃ·m parked next to a MINI!!!! When are you coming in today do you think?,0,original
IÂÃÃ·m parked next to a MINI!!!! When are Click to find out coming in today do you think?,1,attacked
Yup,0,original
Yup,1,attacked
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,0,original
Anyway i'm Single in your city shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,1,attacked
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0,original
MY NO. IN LUTON Click to find out RING ME IF UR AROUND! H*,1,attacked
Why you Dint come with us.,0,original
Why you Dint Miracle cure with us.,1,attacked
Same. Wana plan a trip sometme then,0,original
Same. Wana plan a trip sometme Viral,1,attacked
"Not sure yet, still trying to get a hold of him",0,original
"Not sure yet, Find your soulmate trying to get a hold of him",1,attacked
The evo. I just had to download flash. Jealous?,0,original
The evo. I just had to Earn thousands daily flash. Jealous?,1,attacked
"Come to mu, we're sorting out our narcotics situation",0,original
"Come to mu, we're sorting Work from home our narcotics situation",1,attacked
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0,original
"Night has ended for another day, morning has come in a Make money fast way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",1,attacked
"Usf I guess, might as well take 1 car",0,original
"Usf I guess, might as Get rich quick take 1 car",1,attacked
No objection. My bf not coming.,0,original
No objection. My bf Get ripped coming.,1,attacked
Thanx...,0,original
Thanx...,1,attacked
Tell rob to mack his gf in the theater,0,original
Tell rob to mack his gf Viral the theater,1,attacked
"Awesome, I'll see you in a bit",0,original
"Awesome, I'll Free gift you in a bit",1,attacked
Just sent it. So what type of food do you like?,0,original
Just sent it. So Like and share type of food do you like?,1,attacked
All done? All handed in? Celebrations in full swing yet?,0,original
All done? All handed in? Celebrations Click here to win full swing yet?,1,attacked
You got called a tool?,0,original
You Discount code called a tool?,1,attacked
\Wen u miss someone,0,original
\Wen u Instant results someone,1,attacked
Ok. I asked for money how far,0,original
Ok. I asked for money Become an influencer far,1,attacked
Okie...,0,original
Okie...,1,attacked
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0,original
"Yeah I think my usual guy's still passed out from Lose weight fast night, if you get ahold of anybody let me know and I'll throw down",1,attacked
"K, I might come by tonight then if my class lets out early",0,original
"K, I might Click here to win by tonight then if my class lets out early",1,attacked
Ok..,0,original
Ok..,1,attacked
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0,original
hi baby im cruisin with my girl friend what r u up 2? give me a Best deal ever in and hour at home if thats alright or fone me on this fone now love jenny xxx,1,attacked
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0,original
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I Earn thousands daily them my World:-).. Ge:-)..",1,attacked
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0,original
"Dear,shall mail tonite.busy Become an influencer the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",1,attacked
Hey you told your name to gautham ah?,0,original
